Game Title	Year Published	Question Category	Difficulty (easy, medium, hard, children)	Type (true or false, multiple choice)	Value (points)	Question	Correct	Incorrect 1	Incorrect 2	Incorrect 3
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	In what city is Mars Hill?	Athens			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	The little island of "patmos" is made up of what?	Volcanic hills			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	Samson carried away the gates of what city?	Gaza			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	For tax purposes Joseph and Mary traveled to what city?	Bethlehem			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	Who ruled Rome in the meridian of time?	Claudias			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	Where was the Manifesto given?	Utah			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	What river was Joseph Smith and Oliver Cowdrey baptized in?	Susquehana River			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	Ariel is another name for what?	Jerusalem			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	Joseph of the old Testament invited his family to come live in what country?	Egypt			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	In which state was Joseph Smith born?	Vermont			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	In what city and state was the Word of Wisdom revealed?	Kirtland, Ohio			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	The publication Times and Seasons was located in what city?	Nauvoo, Illinois			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	Name the fruitful country lying between the Tigris and the Euphrates rivers?	Mesopotamia			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	In what city is the Korea temple located in?	Seoul			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	Outside the US and Canada, what country had the first Institute building	Korea			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	Where did Wilard Richards go on his mission?	England			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	What river was turned to blood?	Nile River			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	What name did Isaiah give to the Red Sea?	Egyptian Sea			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	The word "paradise" is from what origin?	Persian			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	In what year did the saints settle Nauvoo, Illinois?	1839			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	In what year did church news begin?	1931			
Mormon Trivia	1984	LD	Easy	Traditional	N/A	Name the byu football coach who brought national ranking to the cougs	LaVell Edwards			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	In what year did the first handcart companies arrive in the Salt Lake Valley?	1856			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In 1973, what was the largest activity center on any campus in the US?	Marriot Center			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	What temple was completed one day before it was dedicated?	Salt Lake Temple			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	How many years did dallin H. Oaks serve as president of byu?	9 years			
Mormon Trivia	1984	LD	Easy	Traditional	N/A	What religious military group has a monument dedicated to them in Salt Lake?	The Mormon Battalion			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	Name the college dedicated in 1898 in Logan, Utah	Brigham Young College			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Who dedicated the Salt Lake Temple?	John Taylor			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What did Alma's followers call the land where they settled?	Land of Helem			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What was the most prominent landmark along the pioneer trail?	Chimney rock			
Mormon Trivia	1984	LD	Easy	Traditional	N/A	Who now owns the Kirtland Temple?	RLDS church			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	In what year was the fhe program instituted?	1915			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	What did Joseph Smith say would happen within 40 days and was later fulfilled?	Stars falling from heaven			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In 1938, what was opened to provide work for the elderly and handicapped?	Deseret Industries			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Who was the first missionary of the church to Canada?	Orsan Pratt			
Mormon Trivia	1984	LD	Easy	Traditional	N/A	In 1911 the church adopted what program for the young men?	The boy scout prgram			
Mormon Trivia	1984	LD	Easy	Traditional	N/A	Who owns the Hill Cumorah and the Whitmer farm?	The LDS church			
Mormon Trivia	1984	LD	Easy	Traditional	N/A	On May 6, 1833 the saints were commanded to build what temple?	Kirtland Temple			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	On what hill was Nehor executed?	Manti Hill			
Mormon Trivia	1984	LD	Easy	Traditional	N/A	What does the "Manifesto" deal with?	plural marriage			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In 1928, what lds invented the "dissector tube," predecessor to today's television?	Philo T. Farnsworth			
Mormon Trivia	1984	LD	Easy	Traditional	N/A	On which date was the church officially organized?	April 6, 1830			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	What year was the D&C published?	1835			
Mormon Trivia	1984	LD	Hard	Traditional	N/A	When was the primary organization first established?	1878			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What day was the Salt Lake Temple completed?	April 6, 1893			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What the benches in the Salt Lake Temple made of?	Pine			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In what year did the city of Nauvoo come into existance?	1839			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	How old was Martin Harris when he saw the plates?	46 years old			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Who was the most interviewed witness of the Book of Mormon?	David Whitmer			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In what year was the first conference conducted in the tabernacle?	1867			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Was the church organized before or agter the B. of M. was published?	after			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What importantcultural center for the lds people opened on March 8, 1862?	The Salt Lake Theatre			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In what year was D&C 137 and 138 officially accepted as lds scripture?	1976			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Who founded Las Vegas, Nevada?	Mormon Pioneers			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	The Book of Mormon was published in what city?	Palmyra New York			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What did the church purchase in 1835 from Michael H. Chandler?	Mummies			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In 1931, what ten-reel film was completed by the church?	The History of the Church			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In what month was the first quorum of seveny organized?	Februery			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	In what year was Utah admitted to the Union?	1896			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Which church president didicated the Swiss Temple?	David O. Mckay			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Who baptized Parley P. Pratt?	Oliver Cowdery			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What was the name of the waters by which Ammon defended the king's flocks?	Waters of Sebus			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	How many wards were in winter quarters in 1847?	22			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Why was the single sacrament cup discontinued?	To curb the spread of disease			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	Approximately how many members of the church were there by the year 1900?	300,000			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	When was the relief society organized?	March 17, 1842			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	When was the Book of Mormon Translation completed?	June, 1829			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What year saw the first general conference brodcasted over the radio?	1924			
Mormon Trivia	1984	LD	Medium	Traditional	N/A	What began in a $600 building on August 4, 1902 on Temple Square?	Visitor's center			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	King Saul of the Old Testament was killed by whom?	himself			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	A person who was crucified took up to how many days to die?	three days			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What law, passed by Congress, disincorporated the church?	Edmunds-Tcker Law			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Whose sword did Nephi use to slay Laban?	Laban's Sword			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What was Zeezrom's profession?	lawyer			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Pioneers crossing the plains had their first skirmish with indians over what?	stolen horses			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What happened to Paul after his third mission?	he was arrested			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What day of the week was Joseph Smith martyred?	thursday			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What govenor held Paul prsoner for two years?	Felix			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Fleeing Far West, Joseph Smith healed hundreds of sick saints at what river?	Mississippi River			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What humiliation befell mobster Samuel Owens?	Fled saints naked			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What reason did a militia officer give for wanting to kill Joseph Smith?	Joseph supported the constitution			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What did warrior Maroni do to those who would not support the cause of freedom?	put to death			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What time did the prophet get up on the morning he was killed?	5:30 AM			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What was the name of the devil before his rebellion and fall?	Lucifer			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	How many nephites survived the final batle at Cumorah?	24			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who sold the wicked king Amlici?	Alma			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	The war between the Nephites and Zoramites began in what land?	Jershon			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who of the Jaredites was the first to use combinations of murder?	Akish			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who will not support his children in the last days?	the devil			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	How many men were slain retaking the city of Manti?	none			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	In what year did congress repeal the Edmunds-Tucker act?	1978			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Paul escaped what city in a basket?	Damascus			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	How did the aspostle thomas die?	he was speared			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	The experience of zion's camp prepared the saints for what future event?	the exudus to utah			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who wrote "praise to the man" and later apostized?	William W. Phelps			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What happened to the prophet the evening after the church's first conference?	he was arrested			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	How many major wars did the nephites have?	14			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What was the opproximate dollar amount of the Mormon losses in Missouri?	$2 million			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Which people were more wicked the lamanites or the amalekites?	amelekites			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	In what year was the city Jeruslem entirely destroyed by the romans?	70 bc			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who started the gadianton robbers?	Kishkumen			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	In what chapter does Nehpi obtain the plates from Laban?	1 Nephi 4			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who taught that wickedness never was happiness?	Alma			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What was a great stumbling block to investigators of the Nephite church?	wickedness in the church			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	How many saints voted to burn their homes if necessary in Salt Lake?	4,000			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who in the Book of Mormon was scalped?	Zerehemnah			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What is the name of the church's literacy program?	Structured tutoring			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What was the first plague that Moses sent on Pharoh?	frogs			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Where did Abraham almost get sacraficed?	Potipher's Hill			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What ancient Israelite slew 600 Philistines with an ox goad?	Shamgar			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	What people trampled Korihor to death?	Zoramites			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who prophesied the death of King Noah?	Abinadi			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	After his funeral, what was put in Joseph Smith's casket before it was buried?	sand			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who said "I am a dead man?"	Hyrum Smith			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	David slew one giant and how many Philistines in order to marry the king's daughter?	200			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	The "three nephites" were thrown into a den of lions how many times?	twice			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Who did Korihor ask for a sign?	Alma			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Why were the Dark Ages dark?	no revelation			
Mormon Trivia	1984	MP	Medium	Traditional	N/A	Why did the saints practice plural marriage?	They were commanded to			
Mormon Trivia	1984	SS	Medium	Traditional	N/A	A tree is known by its....? what	fruits			
Mormon Trivia	1984	SS	Medium	Traditional	N/A	What form of government followed the regn of the judges?	separate tribes			
Mormon Trivia	1984	SS	Medium	Traditional	N/A	The Moabites were descendents of which of Adam's sons?	Lot			
Mormon Trivia	1984	SS	Medium	Traditional	N/A	In which books is found the parable of the sower?	Matthew, Mark, and Luke			
Mormon Trivia	1984	SS	Medium	Traditional	N/A	The visit of the "wise men" is found in what gospel?	Matthew			
Mormon Trivia	1984	SS	Medium	Traditional	N/A	What were the names of three of the sons of Pahoran?	Pahoran, Paanchi, and Pacumeni			
Mormon Trivia	1984	SS	Medium	Traditional	N/A	How many plates of ore comprised the original record of the Jaredites?	24			
Mormon Trivia	1984	SS	Medium	Traditional	N/A	What section of the D&C tells you how to greet an angel?	section 129			
